#Feature ID	taxonomy	Confidence
8b4e1dd8ce89f7406fe32819e1f336b6	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio	0.9517148735423412
2c48d7f1d34894d955c132ff3d22befc	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Candidatus_Megaira; s__uncultured_bacterium	0.8822580947718999
d88629d454b07962563151831698f13f	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast	0.9999999825924709
b4cd7d78feb4c22b0c49aa803ccbdfdc	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio	0.9971090461081975
910c41584865b968faf9143fb231d94c	d__Bacteria	0.9872053932018687
55b24236f800650c5c7092050ee36962	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Xenococcaceae; g__uncultured; s__uncultured_bacterium	0.9999415844318247
ee8313a4a7d07ecd292314498ef9079d	d__Bacteria	0.8246421175616576
f05797c7ff2008e3da2c7a3e138589f9	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__uncultured_diatom	0.9994687356841058
dd5044bb390a5dfa1fea7bd5d1102664	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast	0.9999999999999997
1afa107bc0bddde4148c8427f8623d45	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Roseovarius; s__mucus_bacterium	0.9971438786886115
c13dff10dae44fd4842fa3599d869f38	d__Bacteria	0.8231450338155506
f95f4191799ae1a11a8ff42ef807fa87	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Caldilineales; f__Caldilineaceae; g__uncultured; s__uncultured_bacterium	0.9363682394977616
d9c0dbc73a5f48e19c5daf86a3b1a24a	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Endozoicomonadaceae; g__Endozoicomonas; s__Acropora_cervicornis	0.9999999943363065
f9b4d2de2c49df4c40bdf950e0a7f4fb	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Phormidesmiales; f__Phormidesmiaceae; g__Acrophormium_PCC-7375; s__Leptolyngbya_sp.	0.8010651684977274
3a9563f294e47e5bf59cad99bb7d260a	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Limibaculum	0.8591537244105444
eeaf95dcd3ddcf4a90b42d49ffb32555	d__Bacteria; p__Patescibacteria; c__Gracilibacteria	0.9999935279228324
cb6f1008db7ca09ba17e4265179e2a9d	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__uncultured_bacterium	0.9980535058438198
070a17c5a8d1f2f5cee32e61426f63c4	d__Bacteria; p__Bacteroidota; c__Bacteroidia	0.9996836836517168
1f37250d91e9413a42ffd821e8033380	d__Bacteria	0.9878463352703267
8972c34df3018959ebc81a096b9c338e	d__Bacteria	0.9823375863978894
3fcaa94f0819d1c7a984f2763a50060e	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast	1.0000000000000109
6bb1c638b153468e536c1a2c01db82ad	d__Bacteria	0.8521225561169483
472d24e025e3727b4063665ff66abdcf	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast	0.9999999999999877
13434cff2f4460d9369842eadd5444a7	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Hyphomonadaceae; g__Hyphomonas	0.8540988114837461
